gene alpha_original SE_original P_original N_original Phet_original alpha SE P Nend Phet
ENSG00000160741 0.05735 0.03538 0.105 121 0.971 0.05735 0.03538 0.105 121 0.971
ENSG00000160746 -0.02808 0.0386 0.467 121 0.992 -0.02808 0.0386 0.467 121 0.992
ENSG00000160752 -0.01705 0.03729 0.648 119 0.974 -0.01705 0.03729 0.648 119 0.974
ENSG00000160753 -0.03743 0.03555 0.292 117 0.993 -0.03743 0.03555 0.292 117 0.993
ENSG00000160766 0.02106 0.05506 0.702 103 1 0.02106 0.05506 0.702 103 1
ENSG00000160767 -0.00717 0.03514 0.838 125 0.902 -0.00717 0.03514 0.838 125 0.902
ENSG00000160781 -0.02682 0.03561 0.451 119 0.927 -0.02682 0.03561 0.451 119 0.927
ENSG00000160783 0.01666 0.03881 0.668 120 0.88 0.01666 0.03881 0.668 120 0.88
ENSG00000160785 -0.00647 0.03538 0.855 121 0.965 -0.00647 0.03538 0.855 121 0.965
ENSG00000160789 -0.02178 0.03529 0.537 123 0.512 -0.02178 0.03529 0.537 123 0.512
ENSG00000160791 0.0176 0.03892 0.651 121 0.998 0.0176 0.03892 0.651 121 0.998
ENSG00000160796 0.02724 0.03556 0.444 124 0.96 0.02724 0.03556 0.444 124 0.96
ENSG00000160799 0.02055 0.03549 0.563 121 0.992 0.02055 0.03549 0.563 121 0.992
ENSG00000160803 -0.08318 0.06145 0.176 99 1 -0.08318 0.06145 0.176 99 1
ENSG00000160813 0.00164 0.04001 0.967 118 0.977 0.00164 0.04001 0.967 118 0.977
ENSG00000160818 0.06867 0.03556 0.0535 120 0.676 0.06867 0.03556 0.0535 120 0.676
ENSG00000160828 -0.00964 0.09593 0.92 82 1 -0.00964 0.09593 0.92 82 1
ENSG00000160856 0.11356 0.03643 0.00183 115 0.691 0.11356 0.03643 0.00183 115 0.691
ENSG00000160867 0.00599 0.03538 0.865 120 0.991 0.00599 0.03538 0.865 120 0.991
ENSG00000160870 -0.02871 0.04109 0.485 115 0.994 -0.02871 0.04109 0.485 115 0.994
ENSG00000160877 0.00145 0.05454 0.979 110 1 0.00145 0.05454 0.979 110 1
ENSG00000160883 0.06419 0.03501 0.0667 125 0.844 0.06419 0.03501 0.0667 125 0.844
ENSG00000160888 -0.03098 0.05396 0.566 106 1 -0.03098 0.05396 0.566 106 1
ENSG00000160908 -0.05961 0.03581 0.096 116 0.963 -0.05961 0.03581 0.096 116 0.963
ENSG00000160917 -0.00609 0.0385 0.874 123 0.921 -0.00609 0.0385 0.874 123 0.921
ENSG00000160932 -0.0163 0.03518 0.643 123 0.827 -0.0163 0.03518 0.643 123 0.827
ENSG00000160948 0.05914 0.03643 0.105 116 0.346 0.05914 0.03643 0.105 116 0.346
ENSG00000160949 0.0242 0.06971 0.728 98 1 0.0242 0.06971 0.728 98 1
ENSG00000160953 9e-04 0.03536 0.98 121 0.95 9e-04 0.03536 0.98 121 0.95
ENSG00000160957 -0.00123 0.03512 0.972 124 0.956 -0.00123 0.03512 0.972 124 0.956
ENSG00000160959 -0.02126 0.03515 0.545 127 1 -0.02126 0.03515 0.545 127 1
ENSG00000160961 0.00137 0.03956 0.972 111 0.952 0.00137 0.03956 0.972 111 0.952
ENSG00000160963 0.03623 0.04562 0.427 109 0.991 0.03623 0.04562 0.427 109 0.991
ENSG00000160972 0.0305 0.03589 0.395 120 0.431 0.0305 0.03589 0.395 120 0.431
ENSG00000160991 0.04721 0.0352 0.18 124 0.462 0.04721 0.0352 0.18 124 0.462
ENSG00000160993 0.02885 0.03539 0.415 119 0.996 0.02885 0.03539 0.415 119 0.996
ENSG00000160999 0.05578 0.03527 0.114 122 0.997 0.05578 0.03527 0.114 122 0.997
ENSG00000161010 0.00162 0.03512 0.963 124 0.949 0.00162 0.03512 0.963 124 0.949
ENSG00000161011 -0.01554 0.03533 0.66 122 0.613 -0.01554 0.03533 0.66 122 0.613
ENSG00000161013 0.01122 0.03615 0.756 112 0.904 0.01122 0.03615 0.756 112 0.904
ENSG00000161016 0.01304 0.03569 0.715 124 0.905 0.01304 0.03569 0.715 124 0.905
ENSG00000161021 -0.04973 0.03526 0.158 122 0.844 -0.04973 0.03526 0.158 122 0.844
ENSG00000161031 -0.00556 0.03919 0.887 118 0.917 -0.00556 0.03919 0.887 118 0.917
ENSG00000161036 0.05623 0.03528 0.111 122 0.978 0.05623 0.03528 0.111 122 0.978
ENSG00000161040 -0.06135 0.03705 0.0978 113 0.306 -0.06135 0.03705 0.0978 113 0.306
ENSG00000161048 0.04621 0.0357 0.196 119 0.76 0.04621 0.0357 0.196 119 0.76
ENSG00000161055 -0.01241 0.03592 0.73 118 0.975 -0.01241 0.03592 0.73 118 0.975
ENSG00000161057 0.06929 0.03541 0.0504 120 0.814 0.06929 0.03541 0.0504 120 0.814
ENSG00000161082 -0.07795 0.03667 0.0335 123 1 -0.07795 0.03667 0.0335 123 1
ENSG00000161091 0.02596 0.03961 0.512 118 0.947 0.02596 0.03961 0.512 118 0.947
ENSG00000161132 -0.05861 0.044 0.183 114 0.958 -0.05861 0.044 0.183 114 0.958
ENSG00000161149 0.02204 0.04255 0.604 117 1 0.02204 0.04255 0.604 117 1
ENSG00000161179 -0.05048 0.03851 0.19 125 0.989 -0.05048 0.03851 0.19 125 0.989
ENSG00000161180 -0.00419 0.0365 0.909 126 0.523 -0.00419 0.0365 0.909 126 0.523
ENSG00000161202 0.00321 0.03522 0.927 126 0.871 0.00321 0.03522 0.927 126 0.871
ENSG00000161203 0.0333 0.03543 0.347 122 0.88 0.0333 0.03543 0.347 122 0.88
ENSG00000161204 0.0336 0.03555 0.345 119 0.982 0.0336 0.03555 0.345 119 0.982
ENSG00000161217 0.00954 0.03859 0.805 121 0.998 0.00954 0.03859 0.805 121 0.998
ENSG00000161243 0.00446 0.03558 0.9 126 0.999 0.00446 0.03558 0.9 126 0.999
ENSG00000161249 -0.01474 0.03509 0.675 124 0.877 -0.01474 0.03509 0.675 124 0.877
ENSG00000161265 0.02302 0.03522 0.513 123 1 0.02302 0.03522 0.513 123 1
ENSG00000161267 -0.0314 0.03824 0.412 124 1 -0.0314 0.03824 0.412 124 1
ENSG00000161277 0.0722 0.03503 0.0393 125 0.996 0.0722 0.03503 0.0393 125 0.996
ENSG00000161281 -0.02672 0.03671 0.467 120 0.998 -0.02672 0.03671 0.467 120 0.998
ENSG00000161298 0.03369 0.03544 0.342 120 0.892 0.03369 0.03544 0.342 120 0.892
ENSG00000161326 -0.07162 0.03539 0.043 121 0.983 -0.07162 0.03539 0.043 121 0.983
ENSG00000161328 0.05587 0.03876 0.149 121 0.981 0.05587 0.03876 0.149 121 0.981
ENSG00000161381 -0.04557 0.03527 0.196 123 0.805 -0.04557 0.03527 0.196 123 0.805
ENSG00000161395 0.00724 0.03489 0.836 126 0.999 0.00724 0.03489 0.836 126 0.999
ENSG00000161405 0.06166 0.03547 0.0821 121 0.953 0.06166 0.03547 0.0821 121 0.953
ENSG00000161509 -0.00208 0.03543 0.953 125 0.849 -0.00208 0.03543 0.953 125 0.849
ENSG00000161513 0.05199 0.03507 0.138 125 1 0.05199 0.03507 0.138 125 1
ENSG00000161526 -0.038 0.03577 0.288 119 0.989 -0.038 0.03577 0.288 119 0.989
ENSG00000161533 0.03271 0.03502 0.35 126 0.805 0.03271 0.03502 0.35 126 0.805
ENSG00000161542 -0.02707 0.03537 0.444 121 0.721 -0.02707 0.03537 0.444 121 0.721
ENSG00000161544 -0.00022 0.03696 0.995 121 0.997 -0.00022 0.03696 0.995 121 0.997
ENSG00000161547 -0.02222 0.03542 0.53 122 0.949 -0.02222 0.03542 0.53 122 0.949
ENSG00000161551 0.02994 0.03569 0.401 119 0.911 0.02994 0.03569 0.401 119 0.911
ENSG00000161558 -0.01866 0.03574 0.602 119 0.798 -0.01866 0.03574 0.602 119 0.798
ENSG00000161570 0.00385 0.03527 0.913 124 0.762 0.00385 0.03527 0.913 124 0.762
ENSG00000161618 0.00898 0.05382 0.867 114 1 0.00898 0.05382 0.867 114 1
ENSG00000161638 0.01639 0.03565 0.646 120 0.699 0.01639 0.03565 0.646 120 0.699
ENSG00000161640 0.03603 0.03941 0.361 117 0.839 0.03603 0.03941 0.361 117 0.839
ENSG00000161642 -0.02733 0.03554 0.442 120 0.992 -0.02733 0.03554 0.442 120 0.992
ENSG00000161643 -0.0594 0.03568 0.096 122 0.844 -0.0594 0.03568 0.096 122 0.844
ENSG00000161647 0.02736 0.03569 0.443 123 0.989 0.02736 0.03569 0.443 123 0.989
ENSG00000161653 -0.03127 0.03522 0.375 122 0.958 -0.03127 0.03522 0.375 122 0.958
ENSG00000161654 -0.00225 0.03851 0.953 123 0.989 -0.00225 0.03851 0.953 123 0.989
ENSG00000161664 -0.00659 0.03537 0.852 125 0.647 -0.00659 0.03537 0.852 125 0.647
ENSG00000161671 -0.00739 0.03999 0.853 119 0.995 -0.00739 0.03999 0.853 119 0.995
ENSG00000161677 0.04795 0.03604 0.183 119 0.878 0.04795 0.03604 0.183 119 0.878
ENSG00000161681 -0.05788 0.03741 0.122 119 0.972 -0.05788 0.03741 0.122 119 0.972
ENSG00000161682 0.03642 0.03553 0.305 124 0.986 0.03642 0.03553 0.305 124 0.986
ENSG00000161692 -0.0196 0.03553 0.581 119 0.936 -0.0196 0.03553 0.581 119 0.936
ENSG00000161714 -0.00466 0.03508 0.894 124 0.912 -0.00466 0.03508 0.894 124 0.912
ENSG00000161791 0.06841 0.03568 0.0552 121 0.604 0.06841 0.03568 0.0552 121 0.604
ENSG00000161800 -0.00202 0.03531 0.954 125 0.98 -0.00202 0.03531 0.954 125 0.98
ENSG00000161813 -0.06179 0.03564 0.083 121 0.813 -0.06179 0.03564 0.083 121 0.813
ENSG00000161835 0.05764 0.03584 0.108 118 0.847 0.05764 0.03584 0.108 118 0.847
ENSG00000161847 -0.05579 0.03503 0.111 126 0.997 -0.05579 0.03503 0.111 126 0.997
ENSG00000161860 0.04425 0.04427 0.318 118 1 0.04425 0.04427 0.318 118 1
ENSG00000161888 0.03499 0.03521 0.32 123 0.991 0.03499 0.03521 0.32 123 0.991
ENSG00000161904 0.03805 0.0399 0.34 117 0.936 0.03805 0.0399 0.34 117 0.936
ENSG00000161905 0.01752 0.03571 0.624 118 0.995 0.01752 0.03571 0.624 118 0.995
ENSG00000161911 0.02126 0.03525 0.546 122 0.811 0.02126 0.03525 0.546 122 0.811
ENSG00000161912 0.00172 0.03928 0.965 122 0.958 0.00172 0.03928 0.965 122 0.958
ENSG00000161914 -0.02843 0.03514 0.418 123 0.829 -0.02843 0.03514 0.418 123 0.829
ENSG00000161920 0.03995 0.03541 0.259 122 0.632 0.03995 0.03541 0.259 122 0.632
ENSG00000161921 -0.02656 0.03549 0.454 118 0.915 -0.02656 0.03549 0.454 118 0.915
ENSG00000161929 -0.01579 0.03942 0.689 120 0.84 -0.01579 0.03942 0.689 120 0.84
ENSG00000161939 0.04319 0.10004 0.666 79 1 0.04319 0.10004 0.666 79 1
ENSG00000161944 0.01504 0.03527 0.67 122 0.691 0.01504 0.03527 0.67 122 0.691
ENSG00000161955 0.00823 0.04089 0.841 118 0.973 0.00823 0.04089 0.841 118 0.973
ENSG00000161956 0.04803 0.03514 0.172 123 0.975 0.04803 0.03514 0.172 123 0.975
ENSG00000161958 0.03175 0.03546 0.371 124 0.989 0.03175 0.03546 0.371 124 0.989
ENSG00000161960 -0.01309 0.03926 0.739 119 0.696 -0.01309 0.03926 0.739 119 0.696
ENSG00000161970 -0.12392 0.08274 0.134 96 1 -0.12392 0.08274 0.134 96 1
ENSG00000161973 0.01294 0.03587 0.718 119 1 0.01294 0.03587 0.718 119 1
ENSG00000161980 7e-05 0.03903 0.999 118 0.995 7e-05 0.03903 0.999 118 0.995
ENSG00000161981 0.03022 0.0354 0.393 121 0.991 0.03022 0.0354 0.393 121 0.991
ENSG00000161996 -0.00591 0.03527 0.867 122 0.992 -0.00591 0.03527 0.867 122 0.992
ENSG00000161999 0.02663 0.04393 0.544 117 0.875 0.02663 0.04393 0.544 117 0.875
ENSG00000162004 -0.03234 0.03541 0.361 121 0.889 -0.03234 0.03541 0.361 121 0.889
ENSG00000162062 0.01181 0.03937 0.764 119 0.982 0.01181 0.03937 0.764 119 0.982
ENSG00000162063 0.0104 0.0389 0.789 120 0.999 0.0104 0.0389 0.789 120 0.999
ENSG00000162065 0.05549 0.03915 0.156 117 0.974 0.05549 0.03915 0.156 117 0.974
ENSG00000162066 -0.04696 0.03536 0.184 123 0.995 -0.04696 0.03536 0.184 123 0.995
ENSG00000162069 0.03343 0.03912 0.393 118 0.996 0.03343 0.03912 0.393 118 0.996
ENSG00000162073 -0.0103 0.03534 0.771 123 0.676 -0.0103 0.03534 0.771 123 0.676
ENSG00000162076 0.04423 0.03532 0.21 122 0.97 0.04423 0.03532 0.21 122 0.97
ENSG00000162078 0.02623 0.03585 0.464 117 0.669 0.02623 0.03585 0.464 117 0.669
ENSG00000162086 0.01667 0.03567 0.64 124 0.748 0.01667 0.03567 0.64 124 0.748
ENSG00000162104 0.04151 0.03533 0.24 122 0.997 0.04151 0.03533 0.24 122 0.997
ENSG00000162129 0.05438 0.0349 0.119 127 0.987 0.05438 0.0349 0.119 127 0.987
ENSG00000162139 0.01716 0.03509 0.625 126 0.809 0.01716 0.03509 0.625 126 0.809
ENSG00000162144 0.05789 0.03935 0.141 116 0.98 0.05789 0.03935 0.141 116 0.98
ENSG00000162148 -0.00559 0.07741 0.942 89 1 -0.00559 0.07741 0.942 89 1
ENSG00000162174 -0.01579 0.03874 0.683 119 0.943 -0.01579 0.03874 0.683 119 0.943
ENSG00000162191 0.05251 0.03545 0.139 119 0.976 0.05251 0.03545 0.139 119 0.976
ENSG00000162194 0.04596 0.05507 0.404 101 0.996 0.04596 0.05507 0.404 101 0.996
ENSG00000162222 -0.00292 0.03552 0.934 120 0.861 -0.00292 0.03552 0.934 120 0.861
ENSG00000162227 -0.0037 0.03548 0.917 120 0.954 -0.0037 0.03548 0.917 120 0.954
ENSG00000162231 -0.05607 0.03542 0.113 120 0.743 -0.05607 0.03542 0.113 120 0.743
ENSG00000162236 -0.00332 0.0354 0.925 120 0.958 -0.00332 0.0354 0.925 120 0.958
ENSG00000162241 0.03407 0.03516 0.332 123 0.948 0.03407 0.03516 0.332 123 0.948
ENSG00000162244 0.05222 0.04137 0.207 117 0.998 0.05222 0.04137 0.207 117 0.998
ENSG00000162267 0.03493 0.03676 0.342 118 0.736 0.03493 0.03676 0.342 118 0.736
ENSG00000162290 0.02086 0.03525 0.554 125 0.987 0.02086 0.03525 0.554 125 0.987
ENSG00000162298 -0.03554 0.0356 0.318 120 0.886 -0.03554 0.0356 0.318 120 0.886
ENSG00000162300 -0.01991 0.03533 0.573 123 0.778 -0.01991 0.03533 0.573 123 0.778
ENSG00000162302 -0.01603 0.0351 0.648 124 0.98 -0.01603 0.0351 0.648 124 0.98
ENSG00000162337 0.07502 0.03906 0.0548 119 0.997 0.07502 0.03906 0.0548 119 0.997
ENSG00000162341 -0.01026 0.03517 0.77 124 0.593 -0.01026 0.03517 0.77 124 0.593
ENSG00000162366 -0.0592 0.03615 0.101 119 0.428 -0.0592 0.03615 0.101 119 0.428
ENSG00000162367 -0.00528 0.03561 0.882 117 0.739 -0.00528 0.03561 0.882 117 0.739
ENSG00000162368 -0.00884 0.03533 0.802 122 0.693 -0.00884 0.03533 0.802 122 0.693
ENSG00000162373 -0.00323 0.03557 0.928 118 0.995 -0.00323 0.03557 0.928 118 0.995
ENSG00000162377 -0.03679 0.03933 0.35 121 0.971 -0.03679 0.03933 0.35 121 0.971
ENSG00000162378 -0.00222 0.03539 0.95 121 0.787 -0.00222 0.03539 0.95 121 0.787
ENSG00000162383 -0.00266 0.03508 0.94 124 0.992 -0.00266 0.03508 0.94 124 0.992
ENSG00000162384 0.03071 0.03579 0.391 123 0.962 0.03071 0.03579 0.391 123 0.962
ENSG00000162385 0.00584 0.05443 0.915 108 0.999 0.00584 0.05443 0.915 108 0.999
ENSG00000162390 0.00489 0.03526 0.89 122 0.768 0.00489 0.03526 0.89 122 0.768
ENSG00000162391 -0.0327 0.04137 0.429 118 0.954 -0.0327 0.04137 0.429 118 0.954
ENSG00000162396 -0.06928 0.03537 0.0501 121 0.967 -0.06928 0.03537 0.0501 121 0.967
ENSG00000162398 0.00592 0.03498 0.866 128 0.524 0.00592 0.03498 0.866 128 0.524
ENSG00000162402 -0.00455 0.03626 0.9 120 0.622 -0.00455 0.03626 0.9 120 0.622
ENSG00000162407 0.01245 0.03495 0.722 128 0.964 0.01245 0.03495 0.722 128 0.964
ENSG00000162408 0.00635 0.03531 0.857 126 0.995 0.00635 0.03531 0.857 126 0.995
ENSG00000162413 -0.0735 0.03524 0.037 124 0.917 -0.0735 0.03524 0.037 124 0.917
ENSG00000162415 0.01367 0.03947 0.729 115 0.891 0.01367 0.03947 0.729 115 0.891
ENSG00000162419 0.02351 0.0353 0.505 121 0.991 0.02351 0.0353 0.505 121 0.991
ENSG00000162426 -0.04342 0.03844 0.259 124 0.959 -0.04342 0.03844 0.259 124 0.959
ENSG00000162430 0.0016 0.03542 0.964 120 0.975 0.0016 0.03542 0.964 120 0.975
ENSG00000162433 0.02582 0.03743 0.49 118 0.934 0.02582 0.03743 0.49 118 0.934
ENSG00000162434 0.03531 0.03856 0.36 122 0.958 0.03531 0.03856 0.36 122 0.958
ENSG00000162437 0.02396 0.03519 0.496 125 0.59 0.02396 0.03519 0.496 125 0.59
ENSG00000162438 0.01853 0.05454 0.734 109 1 0.01853 0.05454 0.734 109 1
ENSG00000162441 0.04219 0.03499 0.228 126 0.96 0.04219 0.03499 0.228 126 0.96
ENSG00000162444 -0.05363 0.03549 0.131 119 0.76 -0.05363 0.03549 0.131 119 0.76
ENSG00000162461 -0.0193 0.03521 0.584 123 0.929 -0.0193 0.03521 0.584 123 0.929
ENSG00000162482 -0.0405 0.03609 0.262 120 0.968 -0.0405 0.03609 0.262 120 0.968
ENSG00000162490 -0.00181 0.03945 0.963 121 0.946 -0.00181 0.03945 0.963 121 0.946
ENSG00000162496 0.00965 0.03557 0.786 118 0.787 0.00965 0.03557 0.786 118 0.787
ENSG00000162510 -0.01633 0.03661 0.656 118 0.978 -0.01633 0.03661 0.656 118 0.978
ENSG00000162511 0.05498 0.03567 0.123 120 0.677 0.05498 0.03567 0.123 120 0.677
ENSG00000162512 -0.05709 0.03537 0.107 122 0.997 -0.05709 0.03537 0.107 122 0.997
ENSG00000162517 0.00383 0.03499 0.913 125 0.966 0.00383 0.03499 0.913 125 0.966
ENSG00000162520 0.03984 0.04009 0.32 119 0.973 0.03984 0.04009 0.32 119 0.973
ENSG00000162521 -0.07367 0.03537 0.0373 122 0.839 -0.07367 0.03537 0.0373 122 0.839
ENSG00000162522 0.00312 0.03516 0.929 124 0.82 0.00312 0.03516 0.929 124 0.82
ENSG00000162526 -0.06468 0.05466 0.237 109 0.999 -0.06468 0.05466 0.237 109 0.999
ENSG00000162542 0.04898 0.03531 0.165 121 0.942 0.04898 0.03531 0.165 121 0.942
ENSG00000162543 -0.00975 0.03889 0.802 118 0.995 -0.00975 0.03889 0.802 118 0.995
ENSG00000162545 0.10237 0.03534 0.00377 120 0.981 0.10237 0.03534 0.00377 120 0.981
ENSG00000162551 0.05044 0.03589 0.16 119 0.893 0.05044 0.03589 0.16 119 0.893
ENSG00000162571 -0.05708 0.03699 0.123 120 0.967 -0.05708 0.03699 0.123 120 0.967
ENSG00000162572 -0.01358 0.03527 0.7 122 0.897 -0.01358 0.03527 0.7 122 0.897
ENSG00000162576 -0.01163 0.03534 0.742 125 0.81 -0.01163 0.03534 0.742 125 0.81
ENSG00000162585 -0.06007 0.03517 0.0876 127 0.449 -0.06007 0.03517 0.0876 127 0.449
ENSG00000162591 0.07958 0.07226 0.271 88 1 0.07958 0.07226 0.271 88 1
ENSG00000162594 -0.06039 0.03507 0.0851 126 0.93 -0.06039 0.03507 0.0851 126 0.93
ENSG00000162598 -0.04953 0.03539 0.162 122 0.937 -0.04953 0.03539 0.162 122 0.937
ENSG00000162599 0.04728 0.03526 0.18 123 0.934 0.04728 0.03526 0.18 123 0.934
ENSG00000162600 0.04113 0.0353 0.244 124 0.925 0.04113 0.0353 0.244 124 0.925
ENSG00000162601 -0.05717 0.03541 0.106 122 0.861 -0.05717 0.03541 0.106 122 0.861
ENSG00000162604 -0.0057 0.03507 0.871 126 0.823 -0.0057 0.03507 0.871 126 0.823
ENSG00000162607 -0.04416 0.03538 0.212 120 0.994 -0.04416 0.03538 0.212 120 0.994
ENSG00000162613 0.06825 0.03528 0.053 123 0.933 0.06825 0.03528 0.053 123 0.933
ENSG00000162614 -0.02267 0.0357 0.525 119 0.984 -0.02267 0.0357 0.525 119 0.984
ENSG00000162616 -0.03555 0.0357 0.319 117 0.998 -0.03555 0.0357 0.319 117 0.998
ENSG00000162620 0.07698 0.03588 0.0319 121 0.985 0.07698 0.03588 0.0319 121 0.985
ENSG00000162623 0.0197 0.03909 0.614 118 0.992 0.0197 0.03909 0.614 118 0.992
ENSG00000162627 0.00099 0.0355 0.978 120 0.807 0.00099 0.0355 0.978 120 0.807
ENSG00000162630 0.0299 0.03565 0.402 118 0.77 0.0299 0.03565 0.402 118 0.77
ENSG00000162631 0.04845 0.03625 0.181 122 0.758 0.04845 0.03625 0.181 122 0.758
ENSG00000162636 0.01929 0.03891 0.62 119 0.878 0.01929 0.03891 0.62 119 0.878
ENSG00000162639 -0.00134 0.03935 0.973 122 0.698 -0.00134 0.03935 0.973 122 0.698
ENSG00000162642 0.00025 0.03502 0.994 125 0.861 0.00025 0.03502 0.994 125 0.861
ENSG00000162643 0.01092 0.03897 0.779 118 0.999 0.01092 0.03897 0.779 118 0.999
ENSG00000162645 0.01773 0.03606 0.623 116 0.948 0.01773 0.03606 0.623 116 0.948
ENSG00000162650 0.04111 0.05571 0.461 102 0.998 0.04111 0.05571 0.461 102 0.998
ENSG00000162654 0.01148 0.03575 0.748 117 0.942 0.01148 0.03575 0.748 117 0.942
ENSG00000162664 0.01835 0.03505 0.601 125 0.998 0.01835 0.03505 0.601 125 0.998
ENSG00000162676 -0.02956 0.03537 0.403 121 0.883 -0.02956 0.03537 0.403 121 0.883
ENSG00000162688 0.03315 0.03527 0.347 122 0.765 0.03315 0.03527 0.347 122 0.765
ENSG00000162692 -0.01176 0.03619 0.745 119 0.851 -0.01176 0.03619 0.745 119 0.851
ENSG00000162694 0.02076 0.03542 0.558 120 0.931 0.02076 0.03542 0.558 120 0.931
ENSG00000162695 0.00121 0.03529 0.973 122 0.992 0.00121 0.03529 0.973 122 0.992
ENSG00000162702 -0.01912 0.05417 0.724 108 1 -0.01912 0.05417 0.724 108 1
ENSG00000162704 -0.06035 0.03538 0.0881 121 0.844 -0.06035 0.03538 0.0881 121 0.844
ENSG00000162711 0.00491 0.03498 0.888 126 0.84 0.00491 0.03498 0.888 126 0.84
ENSG00000162714 0.02946 0.03903 0.45 122 0.996 0.02946 0.03903 0.45 122 0.996
ENSG00000162722 0.07707 0.03553 0.0301 119 0.903 0.07707 0.03553 0.0301 119 0.903
ENSG00000162723 -0.06166 0.0369 0.0948 119 0.994 -0.06166 0.0369 0.0948 119 0.994
ENSG00000162729 -0.00353 0.03507 0.92 125 0.957 -0.00353 0.03507 0.92 125 0.957
ENSG00000162734 0.04435 0.03519 0.208 123 0.998 0.04435 0.03519 0.208 123 0.998
ENSG00000162735 -0.01466 0.03508 0.676 125 0.923 -0.01466 0.03508 0.676 125 0.923
ENSG00000162736 0.01436 0.03533 0.684 122 0.976 0.01436 0.03533 0.684 122 0.976
ENSG00000162738 -0.07747 0.04048 0.0557 121 0.959 -0.07747 0.04048 0.0557 121 0.959
ENSG00000162739 0.0504 0.03558 0.157 125 0.789 0.0504 0.03558 0.157 125 0.789
ENSG00000162745 0.00887 0.03503 0.8 125 0.514 0.00887 0.03503 0.8 125 0.514
ENSG00000162746 0.04408 0.03522 0.211 123 0.936 0.04408 0.03522 0.211 123 0.936
ENSG00000162747 0.07269 0.03878 0.0609 120 0.998 0.07269 0.03878 0.0609 120 0.998
ENSG00000162755 0.01393 0.03534 0.693 127 0.983 0.01393 0.03534 0.693 127 0.983
ENSG00000162757 0.00486 0.03841 0.899 123 0.954 0.00486 0.03841 0.899 123 0.954
ENSG00000162769 0.01715 0.03531 0.627 121 0.599 0.01715 0.03531 0.627 121 0.599
ENSG00000162772 -0.05198 0.0353 0.141 124 0.913 -0.05198 0.0353 0.141 124 0.913
ENSG00000162775 -0.04145 0.05477 0.449 106 0.996 -0.04145 0.05477 0.449 106 0.996
ENSG00000162777 -0.00708 0.03578 0.843 120 0.993 -0.00708 0.03578 0.843 120 0.993
ENSG00000162783 -0.01438 0.03578 0.688 121 0.94 -0.01438 0.03578 0.688 121 0.94
ENSG00000162804 0.03308 0.03508 0.346 127 1 0.03308 0.03508 0.346 127 1
ENSG00000162813 0.04755 0.03483 0.172 128 0.845 0.04755 0.03483 0.172 128 0.845
ENSG00000162817 0.0445 0.0352 0.206 123 0.546 0.0445 0.0352 0.206 123 0.546
ENSG00000162819 -0.05732 0.03885 0.14 119 0.895 -0.05732 0.03885 0.14 119 0.895
ENSG00000162836 0.03073 0.05391 0.569 109 0.998 0.03073 0.05391 0.569 109 0.998
ENSG00000162849 -0.03819 0.03547 0.282 122 0.605 -0.03819 0.03547 0.282 122 0.605
ENSG00000162851 0.02334 0.03547 0.51 120 0.946 0.02334 0.03547 0.51 120 0.946
ENSG00000162852 0.03091 0.0358 0.388 117 0.497 0.03091 0.0358 0.388 117 0.497
ENSG00000162869 -0.00798 0.03944 0.84 119 0.907 -0.00798 0.03944 0.84 119 0.907
ENSG00000162873 0.00388 0.03536 0.913 122 0.914 0.00388 0.03536 0.913 122 0.914
ENSG00000162877 0.02155 0.035 0.538 126 0.966 0.02155 0.035 0.538 126 0.966
ENSG00000162878 0.0329 0.03887 0.397 118 0.96 0.0329 0.03887 0.397 118 0.96
ENSG00000162881 0.00857 0.03516 0.807 123 0.688 0.00857 0.03516 0.807 123 0.688
ENSG00000162882 0.00388 0.03518 0.912 122 0.995 0.00388 0.03518 0.912 122 0.995
ENSG00000162885 -0.0762 0.0351 0.0299 124 1 -0.0762 0.0351 0.0299 124 1
ENSG00000162888 0.04153 0.09989 0.678 83 1 0.04153 0.09989 0.678 83 1
ENSG00000162889 -0.07282 0.05446 0.181 106 0.999 -0.07282 0.05446 0.181 106 0.999
ENSG00000162892 0.01567 0.03963 0.692 115 0.992 0.01567 0.03963 0.692 115 0.992
ENSG00000162894 0.02758 0.03571 0.44 118 0.714 0.02758 0.03571 0.44 118 0.714
ENSG00000162896 0.02207 0.03517 0.53 124 0.967 0.02207 0.03517 0.53 124 0.967
ENSG00000162909 -0.04177 0.03511 0.234 124 0.968 -0.04177 0.03511 0.234 124 0.968
ENSG00000162910 0.01396 0.03502 0.69 127 0.555 0.01396 0.03502 0.69 127 0.555
ENSG00000162913 0.04885 0.09144 0.593 88 1 0.04885 0.09144 0.593 88 1
ENSG00000162923 -0.00514 0.03559 0.885 119 0.962 -0.00514 0.03559 0.885 119 0.962
ENSG00000162924 0.02262 0.03543 0.523 121 0.969 0.02262 0.03543 0.523 121 0.969
ENSG00000162927 -0.02793 0.05484 0.611 106 1 -0.02793 0.05484 0.611 106 1
ENSG00000162928 0.0897 0.03543 0.0113 126 0.466 0.0897 0.03543 0.0113 126 0.466
ENSG00000162929 -0.01927 0.039 0.621 120 0.998 -0.01927 0.039 0.621 120 0.998
ENSG00000162931 -0.04674 0.03519 0.184 124 0.919 -0.04674 0.03519 0.184 124 0.919
ENSG00000162944 -0.03142 0.03555 0.377 122 0.504 -0.03142 0.03555 0.377 122 0.504
